key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.rt,key_resp_practice_slots.duration,key_resp_practice_slots.keys,presentationInterval,"practice_reward_seq: 2,1,3",practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",reward_Img,Cuml_rew,currentPracticeTrialReward,key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,blockNumber,blockAssignment,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,Main_presentationInterval,rewardPresentationTime,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,5066.6907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,"[6,15]","[[1,3,2],[3,2,1]]",5071.6812,,1.5,0.3,0,0,0,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5077.1946,,0.5,0.3,1,0,1,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082.7017,,1.5,0.3,2,0,2,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5088.2145,,1,0.3,3,0,3,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5093.7294,,1,0.3,4,0,4,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5099.2411,,1,0.3,5,0,5,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104.7507,,1,0.3,6,0,6,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5110.2584,,1,0.3,7,0,7,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5115.7706,,1,0.3,8,0,8,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5121.2927,,0.5,0.3,9,0,9,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5126.8019,,0.5,0.3,10,0,10,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5132.3128,,0.5,0.3,11,0,11,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5137.8259,,0.5,0.3,12,0,12,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5143.3392,,1,0.3,13,0,13,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148.8488,,1,0.3,14,0,14,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,5154.3543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,"[7,15]","[[2,3,1],[1,2,3]]",5159.3546,,1.5,0.3,0,0,0,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5164.8577,,1.5,0.3,1,0,1,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5170.3629,,1.5,0.3,2,0,2,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5175.8773,,1.5,0.3,3,0,3,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181.3815,,0.5,0.3,4,0,4,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5186.8944,,1.5,0.3,5,0,5,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.4015,,1,0.3,6,0,6,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5197.9148,,0.5,0.3,7,0,7,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.4248,,1.5,0.3,8,0,8,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5208.9372,,1.5,0.3,9,0,9,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5214.4487,,0.5,0.3,10,0,10,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219.9557,,1,0.3,11,0,11,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225.4681,,1.5,0.3,12,0,12,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.9819,,0.5,0.3,13,0,13,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5236.495,,1.5,0.3,14,0,14,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,5242.0059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,"[10,15]","[[3,1,2],[1,3,2]]",5247.0057,,1.5,0.3,0,0,0,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252.5252,,1.5,0.3,1,0,1,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5258.0361,,1.5,0.3,2,0,2,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263.5496,,1.5,0.3,3,0,3,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5269.0605,,1.5,0.3,4,0,4,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274.5719,,1.5,0.3,5,0,5,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280.082,,0.5,0.3,6,0,6,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5285.5911,,0.5,0.3,7,0,7,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5291.105,,1.5,0.3,8,0,8,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5296.6198,,0.5,0.3,9,0,9,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5302.1282,,0.5,0.3,10,0,10,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5307.6382,,1.5,0.3,11,0,11,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5313.1495,,1.5,0.3,12,0,12,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5318.6637,,1,0.3,13,0,13,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5324.1673,,1.5,0.3,14,0,14,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,5329.6812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,"[9,15]","[[1,3,2],[2,3,1]]",5334.6776,,0.5,0.3,0,0,0,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340.1874,,0.5,0.3,1,0,1,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5345.7024,,1,0.3,2,0,2,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5351.212,,1,0.3,3,0,3,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356.7227,,1.5,0.3,4,0,4,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5362.2362,,1.5,0.3,5,0,5,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5367.7472,,0.5,0.3,6,0,6,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5373.2513,,1.5,0.3,7,0,7,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5378.7663,,1,0.3,8,0,8,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5384.2718,,1.5,0.3,9,0,9,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5389.7859,,0.5,0.3,10,0,10,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.298,,1.5,0.3,11,0,11,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.8123,,0.5,0.3,12,0,12,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5406.3226,,1.5,0.3,13,0,13,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5411.8267,,1,0.3,14,0,14,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,5417.3386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,"[8,15]","[[3,2,1],[3,1,2]]",5422.3291,,0.5,0.3,0,0,0,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5427.8415,,1.5,0.3,1,0,1,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5433.356,,1.5,0.3,2,0,2,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5438.8662,,1.5,0.3,3,0,3,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444.3747,,1,0.3,4,0,4,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5449.8874,,1.5,0.3,5,0,5,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5455.3951,,1.5,0.3,6,0,6,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5460.9017,,0.5,0.3,7,0,7,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466.4121,,1.5,0.3,8,0,8,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5471.9217,,1,0.3,9,0,9,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5477.4306,,1.5,0.3,10,0,10,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5482.9336,,1,0.3,11,0,11,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5488.4452,,0.5,0.3,12,0,12,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5493.9523,,1.5,0.3,13,0,13,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5499.4681,,0.5,0.3,14,0,14,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,5504.9788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,1
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,"[4,10,15]","[[2,3,1],[1,3,2],[3,2,1]]",5509.9795,,0.5,0.3,0,0,0,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5515.4905,,1.5,0.3,1,0,1,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5520.9989,,1,0.3,2,0,2,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5526.5107,,0.5,0.3,3,0,3,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5532.023,,1.5,0.3,4,0,4,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5537.5344,,1.5,0.3,5,0,5,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5543.0441,,1.5,0.3,6,0,6,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5548.5553,,0.5,0.3,7,0,7,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5554.0671,,1,0.3,8,0,8,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5559.5768,,1.5,0.3,9,0,9,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5565.0873,,0.5,0.3,10,0,10,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5570.5994,,1.5,0.3,11,0,11,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5576.1121,,1,0.3,12,0,12,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5581.6248,,1,0.3,13,0,13,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5587.1384,,1.5,0.3,14,0,14,0,1,,,,,
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,5592.6466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,1
,,,,,2023-10-27_17h11.22.237,SlotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
