key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,prac_presentationInterval,practice_reward_seq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_resp_rt,practice_keypress_time,practice_resp_keys,reward_img,cumulative_reward,trial_reward,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,200.234,4,0.5,"[2,1,3]",4,0,4,0,1,0.984,201.25,up,stimuli/card_0_transparent.png,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,202.05,5,1,"[2,1,3]",5,0,5,0,1,0.757,202.817,right,stimuli/card_0_transparent.png,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,204.117,6,0.5,"[2,1,3]",6,0,6,0,1,0.766,204.901,right,stimuli/card_0_transparent.png,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,205.701,7,0.5,"[2,1,3]",7,0,7,0,1,0.916,206.65,right,stimuli/card_0_transparent.png,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,207.451,8,1,"[2,1,3]",8,0,8,0,1,2.211,209.701,left,stimuli/card_10_transparent.png,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,211.001,9,1.5,"[2,3,1]",9,0,9,0,1,0.593,211.617,left,stimuli/card_10_transparent.png,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,213.417,10,1,"[2,3,1]",10,0,10,0,1,0.992,214.418,left,stimuli/card_10_transparent.png,50,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,215.717,11,0.5,"[2,3,1]",11,0,11,0,1,1.033,216.767,up,stimuli/card_0_transparent.png,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,217.567,12,0.5,"[2,3,1]",12,0,12,0,1,0.567,218.15,up,stimuli/card_0_transparent.png,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,218.951,13,1,"[2,3,1]",13,0,13,0,1,1.483,220.467,up,stimuli/card_100_transparent.png,150,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,221.767,14,0.5,"[2,3,1]",14,0,14,0,1,0.576,222.35,up,stimuli/card_10_transparent.png,160,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,"[6,15]","[[1,3,2],[3,1,2]]",228.152,0,0.5,"[1,3,2]",0,0,0,0,1,0.868,229.05,up,stimuli/card_10_transparent.png,10,10,223.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,229.85,1,1,"[1,3,2]",1,0,1,0,1,0.528,230.383,up,stimuli/card_0_transparent.png,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,231.683,2,0.5,"[1,3,2]",2,0,2,0,1,0.633,232.334,up,stimuli/card_0_transparent.png,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,233.134,3,1.5,"[1,3,2]",3,0,3,0,1,1.117,234.267,left,stimuli/card_100_transparent.png,110,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,236.066,4,1,"[1,3,2]",4,0,4,0,1,0.917,237,left,stimuli/card_10_transparent.png,120,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,238.301,5,1,"[1,3,2]",5,0,5,0,1,0.827,239.15,left,stimuli/card_0_transparent.png,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,240.451,6,1.5,"[3,1,2]",6,0,6,0,1,0.672,241.15,left,stimuli/card_0_transparent.png,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,242.951,7,1,"[3,1,2]",7,0,7,0,1,0.739,243.717,right,stimuli/card_100_transparent.png,220,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,245.017,8,1.5,"[3,1,2]",8,0,8,0,1,0.635,245.667,right,stimuli/card_10_transparent.png,230,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,247.467,9,1,"[3,1,2]",9,0,9,0,1,0.667,248.15,right,stimuli/card_10_transparent.png,240,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,249.451,10,1,"[3,1,2]",10,0,10,0,1,0.511,249.984,right,stimuli/card_10_transparent.png,250,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,251.283,11,1,"[3,1,2]",11,0,11,0,1,0.651,251.95,left,stimuli/card_10_transparent.png,260,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,253.251,12,1,"[3,1,2]",12,0,12,0,1,0.783,254.066,left,stimuli/card_0_transparent.png,260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,255.366,13,1,"[3,1,2]",13,0,13,0,1,0.784,256.167,up,stimuli/card_100_transparent.png,360,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,257.466,14,1,"[3,1,2]",14,0,14,0,1,0.503,257.983,up,stimuli/card_100_transparent.png,460,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.284,264.284,space,3.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.317,2,"[2,4,7,0,1,3,9,6,8,5]",space,2.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,1,3,"[15,15]","[[3,1,2],[3,1,2]]",269.368,0,up,0.877,270.267,1.5,0.3,"[3,1,2]",0.779904892,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,1,3,,,272.066,1,up,0.877,272.95,1,0.3,"[3,1,2]",0.174163441,stimuli/card_10_transparent.png,10,1,0,1,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,1,3,,,274.25,2,up,0.716,274.999,0.5,0.3,"[3,1,2]",0.661690046,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,1,3,,,275.799,3,up,0.5,276.317,1,0.3,"[3,1,2]",0.140559657,stimuli/card_10_transparent.png,10,3,0,3,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,1,3,,,277.617,4,up,0.667,278.299,1.5,0.3,"[3,1,2]",0.921893368,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,1,3,,,280.1,5,up,0.55,280.667,1,0.3,"[3,1,2]",0.528180974,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,1,3,,,281.967,6,up,0.566,282.567,0.5,0.3,"[3,1,2]",0.140666326,stimuli/card_10_transparent.png,10,6,0,6,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,1,3,,,283.367,7,up,0.622,284.016,0.5,0.3,"[3,1,2]",0.000350744,stimuli/card_0_transparent.png,0,7,0,7,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,1,3,,,284.817,8,left,1.09,285.933,0.5,0.3,"[3,1,2]",0.803179689,stimuli/card_0_transparent.png,0,8,0,8,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,1,3,,,286.733,9,left,0.937,287.683,1,0.3,"[3,1,2]",0.103323893,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,1,3,,,288.984,10,right,0.761,289.766,1.5,0.3,"[3,1,2]",0.227181793,stimuli/card_10_transparent.png,10,10,0,10,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,1,3,,,291.566,11,right,0.944,292.516,0.5,0.3,"[3,1,2]",0.848304391,stimuli/card_10_transparent.png,10,11,0,11,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,1,3,,,293.317,12,right,0.601,293.95,1,0.3,"[3,1,2]",0.54108118,stimuli/card_10_transparent.png,10,12,0,12,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,1,3,,,295.25,13,up,0.937,296.216,0.5,0.3,"[3,1,2]",0.609679064,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,,,,,,,,,,,,,1,3,,,297.017,14,up,0.601,297.65,0.5,0.3,"[3,1,2]",0.406175925,stimuli/card_100_transparent.png,100,14,0,14,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[670],0,0,0,0,1,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,2,5,"[5,15]","[[1,2,3],[3,1,2]]",303.452,0,left,0.686,304.166,1.5,0.3,"[1,2,3]",0.129009977,stimuli/card_10_transparent.png,10,0,0,0,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,2,5,,,305.966,1,left,1.067,307.05,1,0.3,"[1,2,3]",0.168117884,stimuli/card_10_transparent.png,10,1,0,1,0,1,,,,,,,,,,
